STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,coicop18,Classification of individual consumption by purpose (COICOP) - 2018,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2011-12,,3.5,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2012-01,,3.3,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2012-02,,3.5,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2012-03,,3.1,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2012-04,,2.9,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2012-05,,2.7,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2012-06,,2.7,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2012-07,,2.8,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2012-08,,3.1,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2012-09,,2.9,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2012-10,,2.1,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2012-11,,1.9,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2012-12,,2.1,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2013-01,,0.4,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2013-02,,0.2,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2013-03,,0.7,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2013-04,,0.4,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2013-05,,0.9,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2013-06,,1.2,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2013-07,,0.8,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2013-08,,0.2,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2013-09,,0.3,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2013-10,,0.0,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2013-11,,0.1,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2013-12,,0.2,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2014-01,,0.1,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2014-02,,-0.1,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2014-03,,-0.4,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2014-04,,-0.1,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2014-05,,-0.3,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2014-06,,-0.2,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2014-07,,-0.7,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2014-08,,-0.1,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2014-09,,0.0,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2014-10,,0.1,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2014-11,,0.1,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2014-12,,-0.3,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2015-01,,-0.4,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2015-02,,-0.1,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2015-03,,0.4,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2015-04,,0.5,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2015-05,,0.9,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2015-06,,0.8,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2015-07,,0.7,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2015-08,,0.7,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2015-09,,0.9,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2015-10,,0.7,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2015-11,,0.6,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2015-12,,0.3,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2016-01,,0.7,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2016-02,,0.2,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2016-03,,0.5,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2016-04,,0.5,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2016-05,,0.4,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2016-06,,0.7,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2016-07,,0.7,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2016-08,,0.8,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2016-09,,0.7,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2016-10,,1.1,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2016-11,,0.5,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2016-12,,0.9,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2017-01,,1.3,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2017-02,,1.6,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2017-03,,1.4,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2017-04,,2.4,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2017-05,,1.7,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2017-06,,1.0,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2017-07,,1.0,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2017-08,,1.3,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2017-09,,1.6,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2017-10,,1.9,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2017-11,,1.8,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2017-12,,1.6,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2018-01,,1.1,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2018-02,,0.7,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2018-03,,0.8,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2018-04,,0.3,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2018-05,,1.4,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2018-06,,2.0,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2018-07,,2.2,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2018-08,,1.3,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2018-09,,1.8,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2018-10,,0.8,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2018-11,,0.9,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2018-12,,0.6,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2019-01,,0.6,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2019-02,,0.9,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2019-03,,0.8,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2019-04,,0.9,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2019-05,,0.3,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2019-06,,0.7,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2019-07,,-0.7,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2019-08,,-0.1,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2019-09,,-0.3,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2019-10,,-0.1,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2019-11,,0.2,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2019-12,,0.4,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2020-01,,0.8,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2020-02,,0.5,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2020-03,,0.1,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2020-04,,-0.1,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2020-05,,-0.6,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2020-06,,0.2,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2020-07,,-0.1,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2020-08,,-0.2,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2020-09,,-0.8,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2020-10,,-0.6,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2020-11,,-0.4,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2020-12,,-0.3,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2021-01,,0.2,,,,,
dataflow,ESTAT:PRC_HICP_MINR(1.0),"Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data",M,Monthly,RCH_A,Annual rate of change,TOTAL,Total,PT,Portugal,2021-02,,0.3,,,,,
